0.000000  0.000000  -0.000001 0.000004  0.000000  0.000000  0.000005  
0.009994  0.000346  -0.000001 0.000005  0.000025  0.000001  0.000005  
0.019988  0.000691  0.007632  0.000268  0.003516  0.000120  0.000126  
0.029982  0.001037  0.017641  0.000614  0.013028  0.000442  0.000455  
0.039976  0.001382  0.027660  0.000960  0.022918  0.000775  0.000796  
0.049970  0.001728  0.037686  0.001306  0.034378  0.001158  0.001192  
0.059964  0.002074  0.047702  0.001650  0.042599  0.001434  0.001475  
0.069958  0.002419  0.057503  0.001988  0.052541  0.001768  0.001817  
0.079952  0.002765  0.067475  0.002349  0.064076  0.002149  0.002226  
0.089946  0.003110  0.077440  0.002710  0.073942  0.002469  0.002583  
0.099940  0.003456  0.087413  0.003073  0.083985  0.002804  0.002948  
0.109934  0.003802  0.097396  0.003436  0.093850  0.003148  0.003307  
0.119928  0.004147  0.107389  0.003800  0.103563  0.003495  0.003661  
0.129922  0.004493  0.117393  0.004165  0.113327  0.003838  0.004017  
0.139916  0.004838  0.127408  0.004529  0.123142  0.004168  0.004374  
0.149910  0.005184  0.137432  0.004893  0.132983  0.004486  0.004732  
0.159904  0.005530  0.147454  0.005257  0.142975  0.004807  0.005094  
0.169898  0.005875  0.157274  0.005606  0.152689  0.005132  0.005443  
0.179892  0.006221  0.167241  0.005985  0.162731  0.005492  0.005814  
0.189887  0.006566  0.177204  0.006365  0.172645  0.005877  0.006191  
0.199881  0.006912  0.187173  0.006746  0.184279  0.006339  0.006636  
0.209875  0.007258  0.197151  0.007128  0.192499  0.006663  0.006950  
0.219869  0.007603  0.207140  0.007511  0.203981  0.007105  0.007390  
0.229863  0.007949  0.217140  0.007894  0.212075  0.007411  0.007700  
0.239857  0.008294  0.227150  0.008277  0.223330  0.007838  0.008131  
0.249851  0.008640  0.237170  0.008660  0.233244  0.008215  0.008510  
0.259845  0.008985  0.247194  0.009042  0.243134  0.008584  0.008887  
0.269839  0.009331  0.257192  0.009424  0.251279  0.008873  0.009198  
0.279833  0.009677  0.266996  0.009802  0.262788  0.009280  0.009640  
0.289827  0.010022  0.276958  0.010201  0.272754  0.009638  0.010033  
0.299821  0.010368  0.286924  0.010601  0.282770  0.010019  0.010434  
0.309815  0.010713  0.296898  0.011002  0.292684  0.010411  0.010832  
0.319809  0.011059  0.306882  0.011403  0.302572  0.010808  0.011230  
0.329803  0.011405  0.316876  0.011806  0.312284  0.011189  0.011621  
0.339797  0.011750  0.326882  0.012208  0.322073  0.011554  0.012015  
0.349791  0.012096  0.336898  0.012611  0.331937  0.011908  0.012412  
0.359785  0.012441  0.346921  0.013013  0.341802  0.012259  0.012808  
0.369779  0.012787  0.356938  0.013415  0.353311  0.012676  0.013269  
0.379773  0.013133  0.366748  0.013805  0.363175  0.013052  0.013663  
0.389767  0.013478  0.376703  0.014223  0.373114  0.013448  0.014073  
0.399761  0.013824  0.386665  0.014643  0.383053  0.013853  0.014491  
0.409755  0.014169  0.396635  0.015063  0.392942  0.014258  0.014907  
0.419749  0.014515  0.406615  0.015484  0.402880  0.014671  0.015327  
0.429743  0.014861  0.416604  0.015906  0.412641  0.015086  0.015739  
0.439737  0.015206  0.426605  0.016329  0.422478  0.015504  0.016154  
0.449731  0.015552  0.436617  0.016751  0.432214  0.015912  0.016565  
0.459725  0.015897  0.446638  0.017174  0.442078  0.016302  0.016981  
0.469719  0.016243  0.456659  0.017595  0.451967  0.016676  0.017398  
0.479713  0.016589  0.466550  0.018002  0.461933  0.017042  0.017812  
0.489707  0.016934  0.476437  0.018437  0.471797  0.017418  0.018233  
0.499701  0.017280  0.486398  0.018876  0.481685  0.017813  0.018668  
0.509695  0.017625  0.496363  0.019316  0.493167  0.018291  0.019175  
0.519689  0.017971  0.506338  0.019757  0.503105  0.018710  0.019614  
0.529683  0.018317  0.516323  0.020199  0.512892  0.019115  0.020047  
0.539677  0.018662  0.526319  0.020642  0.522704  0.019509  0.020482  
0.549671  0.019008  0.536326  0.021084  0.532466  0.019898  0.020914  
0.559665  0.019353  0.546343  0.021527  0.542304  0.020294  0.021349  
0.569660  0.019699  0.556365  0.021969  0.552117  0.020693  0.021782  
0.579654  0.020045  0.566370  0.022411  0.561980  0.021098  0.022217  
0.589648  0.020390  0.576162  0.022845  0.571893  0.021507  0.022656  
0.599642  0.020736  0.586122  0.023304  0.581907  0.021930  0.023110  
0.609636  0.021081  0.596084  0.023764  0.591794  0.022361  0.023566  
0.619630  0.021427  0.606054  0.024225  0.601655  0.022812  0.024021  
0.629624  0.021773  0.616035  0.024687  0.611515  0.023277  0.024478  
0.639618  0.022118  0.626026  0.025149  0.621299  0.023750  0.024931  
0.649612  0.022464  0.636028  0.025612  0.631033  0.024209  0.025381  
0.659606  0.022809  0.646040  0.026076  0.642614  0.024726  0.025917  
0.669600  0.023155  0.656061  0.026538  0.652501  0.025145  0.026374  
0.679594  0.023501  0.666076  0.027001  0.662288  0.025552  0.026826  
0.689588  0.023846  0.675859  0.027448  0.672327  0.025982  0.027286  
0.699582  0.024192  0.685833  0.027928  0.682037  0.026413  0.027745  
0.709576  0.024537  0.695792  0.028408  0.692100  0.026870  0.028230  
0.719570  0.024883  0.705758  0.028890  0.702012  0.027316  0.028709  
0.729564  0.025228  0.715734  0.029372  0.711823  0.027751  0.029183  
0.739558  0.025574  0.725720  0.029856  0.721735  0.028195  0.029663  
0.749552  0.025920  0.735717  0.030339  0.731444  0.028629  0.030133  
0.759546  0.026265  0.745724  0.030824  0.741204  0.029066  0.030605  
0.769540  0.026611  0.755742  0.031307  0.751066  0.029505  0.031082  
0.779534  0.026956  0.765761  0.031791  0.760928  0.029932  0.031558  
0.789528  0.027302  0.775711  0.032263  0.770891  0.030353  0.032034  
0.799522  0.027648  0.785536  0.032753  0.782347  0.030842  0.032594  
0.809516  0.027993  0.795494  0.033254  0.790716  0.031219  0.033014  
0.819510  0.028339  0.805456  0.033755  0.800551  0.031686  0.033508  
0.829504  0.028684  0.815427  0.034258  0.812078  0.032260  0.034089  
0.839498  0.029030  0.825408  0.034762  0.821886  0.032755  0.034584  
0.849492  0.029376  0.835399  0.035266  0.831720  0.033235  0.035080  
0.859486  0.029721  0.845402  0.035771  0.841454  0.033696  0.035572  
0.869480  0.030067  0.855415  0.036275  0.851264  0.034141  0.036066  
0.879474  0.030412  0.865434  0.036780  0.861100  0.034586  0.036562  
0.889468  0.030758  0.875441  0.037283  0.871062  0.035041  0.037063  
0.899462  0.031104  0.885222  0.037777  0.880999  0.035503  0.037564  
0.909456  0.031449  0.895182  0.038298  0.890859  0.035961  0.038072  
0.919450  0.031795  0.905140  0.038821  0.900846  0.036426  0.038595  
0.929444  0.032140  0.915107  0.039344  0.910807  0.036892  0.039118  
0.939438  0.032486  0.925083  0.039868  0.920566  0.037356  0.039631  
0.949433  0.032832  0.935070  0.040394  0.930476  0.037840  0.040152  
0.959427  0.033177  0.945067  0.040919  0.940184  0.038317  0.040663  
0.969421  0.033523  0.955076  0.041445  0.949892  0.038789  0.041173  
0.979415  0.033868  0.965092  0.041971  0.961547  0.039336  0.041785  
0.989409  0.034214  0.975107  0.042496  0.969638  0.039704  0.042209  
0.999403  0.034560  0.984886  0.043003  0.981345  0.040238  0.042820  
1.009397  0.034905  0.994858  0.043546  0.989460  0.040627  0.043252  
1.019391  0.035251  1.004814  0.044089  1.002705  0.041313  0.043974  
1.029385  0.035596  1.014775  0.044633  1.011045  0.041770  0.044430  
1.039379  0.035942  1.024747  0.045179  1.020876  0.042314  0.044967  
1.049373  0.036288  1.034729  0.045725  1.030758  0.042852  0.045508  
1.059367  0.036633  1.044721  0.046272  1.040464  0.043368  0.046039  
1.069361  0.036979  1.054724  0.046819  1.050069  0.043875  0.046564  
1.079355  0.037324  1.064738  0.047366  1.059774  0.044389  0.047095  
1.089349  0.037670  1.074754  0.047913  1.069708  0.044914  0.047637  
1.099343  0.038016  1.084734  0.048456  1.079667  0.045433  0.048180  
1.109337  0.038361  1.094521  0.048999  1.091092  0.046021  0.048809  
1.119331  0.038707  1.104475  0.049563  1.099257  0.046444  0.049267  
1.129325  0.039052  1.114433  0.050128  1.111085  0.047068  0.049938  
1.139319  0.039398  1.124399  0.050694  1.119375  0.047521  0.050408  
1.149313  0.039744  1.134376  0.051261  1.130924  0.048169  0.051065  
1.159307  0.040089  1.144363  0.051829  1.140602  0.048716  0.051615  
1.169301  0.040435  1.154361  0.052397  1.150408  0.049259  0.052173  
1.179295  0.040780  1.164370  0.052966  1.160214  0.049784  0.052730  
1.189289  0.041126  1.174385  0.053534  1.170097  0.050303  0.053291  
1.199283  0.041471  1.184392  0.054102  1.179904  0.050823  0.053847  
1.209277  0.041817  1.194173  0.054657  1.189836  0.051366  0.054411  
1.219271  0.042163  1.204127  0.055242  1.199742  0.051935  0.054984  
1.229265  0.042508  1.214081  0.055827  1.209646  0.052517  0.055566  
1.239259  0.042854  1.224042  0.056414  1.219500  0.053104  0.056147  
1.249253  0.043199  1.234014  0.057002  1.229353  0.053693  0.056727  
1.259247  0.043545  1.243996  0.057591  1.239232  0.054285  0.057310  
1.269241  0.043891  1.253989  0.058180  1.250576  0.054969  0.057979  
1.279235  0.044236  1.263993  0.058770  1.258610  0.055452  0.058453  
1.289229  0.044582  1.274006  0.059360  1.270081  0.056139  0.059129  
1.299223  0.044927  1.284018  0.059949  1.279961  0.056710  0.059710  
1.309217  0.045273  1.293855  0.060521  1.288250  0.057177  0.060195  
1.319211  0.045619  1.303765  0.061124  1.299849  0.057836  0.060886  
1.329206  0.045964  1.313717  0.061730  1.309754  0.058415  0.061489  
1.339200  0.046310  1.323674  0.062338  1.319657  0.059014  0.062093  
1.349194  0.046655  1.333641  0.062947  1.329509  0.059623  0.062694  
1.359188  0.047001  1.343618  0.063556  1.339463  0.060233  0.063302  
1.369182  0.047347  1.353605  0.064167  1.349114  0.060813  0.063892  
1.379176  0.047692  1.363604  0.064778  1.358943  0.061392  0.064493  
1.389170  0.048038  1.373613  0.065388  1.368798  0.061964  0.065095  
1.399164  0.048383  1.383626  0.065999  1.378576  0.062535  0.065691  
1.409158  0.048729  1.393617  0.066608  1.388506  0.063122  0.066296  
1.419152  0.049075  1.403391  0.067210  1.399976  0.063820  0.067000  
1.429146  0.049420  1.413343  0.067837  1.409929  0.064435  0.067622  
1.439140  0.049766  1.423296  0.068465  1.419857  0.065060  0.068248  
1.449134  0.050111  1.433258  0.069094  1.429758  0.065694  0.068873  
1.459128  0.050457  1.443229  0.069724  1.439532  0.066335  0.069491  
1.469122  0.050803  1.453212  0.070356  1.449256  0.066981  0.070105  
1.479116  0.051148  1.463205  0.070987  1.458979  0.067624  0.070720  
1.489110  0.051494  1.473209  0.071619  1.468805  0.068256  0.071341  
1.499104  0.051839  1.483220  0.072251  1.478556  0.068863  0.071957  
1.509098  0.052185  1.493226  0.072882  1.488459  0.069465  0.072581  
