   2.0986168e+00	   5.8314577e-02	   2.0995426e+00	   5.8320924e-02	   2.0986168e+00	   5.8314577e-02	             NaN	
   2.1086129e+00	   5.8596579e-02	   2.1000104e+00	   5.8236271e-02	   2.1040561e+00	   5.8471035e-02	   5.8362596e-02	
   2.1186089e+00	   5.8878582e-02	   2.1109136e+00	   5.8576716e-02	   2.1223214e+00	   5.9038054e-02	   5.8916478e-02	
   2.1286049e+00	   5.9160584e-02	   2.1208854e+00	   5.8873638e-02	   2.1304421e+00	   5.9294950e-02	   5.9158747e-02	
   2.1386009e+00	   5.9442587e-02	   2.1308669e+00	   5.9171419e-02	   2.1402071e+00	   5.9605185e-02	   5.9450361e-02	
   2.1485970e+00	   5.9724590e-02	   2.1408586e+00	   5.9469818e-02	   2.1499975e+00	   5.9923414e-02	   5.9742765e-02	
   2.1585930e+00	   6.0006592e-02	   2.1508609e+00	   5.9768553e-02	   2.1598637e+00	   6.0237836e-02	   6.0037142e-02	
   2.1685890e+00	   6.0288595e-02	   2.1591713e+00	   6.0016523e-02	   2.1681104e+00	   6.0511235e-02	   6.0282707e-02	
   2.1785850e+00	   6.0570597e-02	   2.1708980e+00	   6.0365716e-02	   2.1796710e+00	   6.0899954e-02	   6.0626389e-02	
   2.1885810e+00	   6.0852600e-02	   2.1809191e+00	   6.0663472e-02	   2.1895370e+00	   6.1227258e-02	   6.0919295e-02	
   2.1985771e+00	   6.1134603e-02	   2.1892197e+00	   6.0909764e-02	   2.1977336e+00	   6.1490640e-02	   6.1165462e-02	
   2.2085731e+00	   6.1416605e-02	   2.2004214e+00	   6.1246182e-02	   2.2092953e+00	   6.1834652e-02	   6.1542430e-02	
   2.2185691e+00	   6.1698608e-02	   2.2086942e+00	   6.1522314e-02	   2.2192376e+00	   6.2133193e-02	   6.1875182e-02	
   2.2285651e+00	   6.1980610e-02	   2.2186604e+00	   6.1855822e-02	   2.2290788e+00	   6.2435511e-02	   6.2205345e-02	
   2.2385612e+00	   6.2262613e-02	   2.2286354e+00	   6.2190447e-02	   2.2372246e+00	   6.2703595e-02	   6.2479054e-02	
   2.2485572e+00	   6.2544615e-02	   2.2403188e+00	   6.2583024e-02	   2.2486577e+00	   6.3103080e-02	   6.2863373e-02	
   2.2585532e+00	   6.2826618e-02	   2.2486157e+00	   6.2861962e-02	   2.2568531e+00	   6.3391596e-02	   6.3138773e-02	
   2.2685492e+00	   6.3108621e-02	   2.2586220e+00	   6.3198214e-02	   2.2682869e+00	   6.3783973e-02	   6.3522521e-02	
   2.2785453e+00	   6.3390623e-02	   2.2686393e+00	   6.3534345e-02	   2.2781532e+00	   6.4098477e-02	   6.3852909e-02	
   2.2885413e+00	   6.3672626e-02	   2.2786630e+00	   6.3869981e-02	   2.2879689e+00	   6.4401306e-02	   6.4181086e-02	
   2.2985373e+00	   6.3954628e-02	   2.2903758e+00	   6.4261551e-02	   2.2995808e+00	   6.4762361e-02	   6.4555807e-02	
   2.3085333e+00	   6.4236631e-02	   2.2999416e+00	   6.4567339e-02	   2.3110156e+00	   6.5122850e-02	   6.4980774e-02	
   2.3185293e+00	   6.4518634e-02	   2.3098452e+00	   6.4936897e-02	   2.3193386e+00	   6.5394655e-02	   6.5292782e-02	
   2.3285254e+00	   6.4800636e-02	   2.3198092e+00	   6.5310424e-02	   2.3292048e+00	   6.5711953e-02	   6.5663475e-02	
   2.3385214e+00	   6.5082639e-02	   2.3297808e+00	   6.5685118e-02	   2.3390963e+00	   6.6033915e-02	   6.6035702e-02	
   2.3485174e+00	   6.5364641e-02	   2.3397623e+00	   6.6060767e-02	   2.3489118e+00	   6.6352487e-02	   6.6405345e-02	
   2.3585134e+00	   6.5646644e-02	   2.3497541e+00	   6.6437070e-02	   2.3587518e+00	   6.6686749e-02	   6.6775858e-02	
   2.3685095e+00	   6.5928646e-02	   2.3580555e+00	   6.6749666e-02	   2.3685913e+00	   6.7042366e-02	   6.7145981e-02	
   2.3785055e+00	   6.6210649e-02	   2.3680674e+00	   6.7126311e-02	   2.3765090e+00	   6.7309834e-02	   6.7443265e-02	
   2.3885015e+00	   6.6492652e-02	   2.3797928e+00	   6.7566563e-02	   2.3880718e+00	   6.7622058e-02	   6.7876910e-02	
   2.3984975e+00	   6.6774654e-02	   2.3898077e+00	   6.7941983e-02	   2.3980412e+00	   6.7859292e-02	   6.8230502e-02	
   2.4084935e+00	   6.7056657e-02	   2.3996473e+00	   6.8286780e-02	   2.4079862e+00	   6.8079993e-02	   6.8624890e-02	
   2.4184896e+00	   6.7338659e-02	   2.4092751e+00	   6.8677151e-02	   2.4195757e+00	   6.8336003e-02	   6.9108273e-02	
   2.4284856e+00	   6.7620662e-02	   2.4192375e+00	   6.9094090e-02	   2.4295962e+00	   6.8572253e-02	   6.9528679e-02	
   2.4384816e+00	   6.7902665e-02	   2.4275091e+00	   6.9441003e-02	   2.4377687e+00	   6.8779364e-02	   6.9872002e-02	
   2.4484776e+00	   6.8184667e-02	   2.4374834e+00	   6.9860006e-02	   2.4476111e+00	   6.9039509e-02	   7.0285907e-02	
   2.4584737e+00	   6.8466670e-02	   2.4491663e+00	   7.0351309e-02	   2.4591486e+00	   6.9349028e-02	   7.0771150e-02	
   2.4684697e+00	   6.8748672e-02	   2.4574629e+00	   7.0700285e-02	   2.4671948e+00	   6.9559552e-02	   7.1109396e-02	
   2.4784657e+00	   6.9030675e-02	   2.4674689e+00	   7.1120920e-02	   2.4770880e+00	   6.9810279e-02	   7.1524735e-02	
   2.4884617e+00	   6.9312677e-02	   2.4774858e+00	   7.1541438e-02	   2.4869051e+00	   7.0061676e-02	   7.1936183e-02	
   2.4984578e+00	   6.9594680e-02	   2.4892074e+00	   7.2032667e-02	   2.5000370e+00	   7.0390873e-02	   7.2482294e-02	
   2.5084538e+00	   6.9876683e-02	   2.4975085e+00	   7.2380175e-02	   2.5066662e+00	   7.0560448e-02	   7.2750033e-02	
   2.5184498e+00	   7.0158685e-02	   2.5086784e+00	   7.2831303e-02	   2.5182545e+00	   7.0847690e-02	   7.3277002e-02	
   2.5284458e+00	   7.0440688e-02	   2.5186411e+00	   7.3294995e-02	   2.5281484e+00	   7.1079098e-02	   7.3738377e-02	
   2.5384418e+00	   7.0722690e-02	   2.5286025e+00	   7.3759556e-02	   2.5380929e+00	   7.1313813e-02	   7.4202926e-02	
   2.5484379e+00	   7.1004693e-02	   2.5368772e+00	   7.4146082e-02	   2.5479360e+00	   7.1549781e-02	   7.4663222e-02	
   2.5584339e+00	   7.1286695e-02	   2.5468559e+00	   7.4612692e-02	   2.5578289e+00	   7.1814001e-02	   7.5126054e-02	
   2.5684299e+00	   7.1568698e-02	   2.5585441e+00	   7.5159512e-02	   2.5691638e+00	   7.2132960e-02	   7.5656140e-02	
   2.5784259e+00	   7.1850701e-02	   2.5685458e+00	   7.5627265e-02	   2.5790813e+00	   7.2425857e-02	   7.6119341e-02	
