1.001662  -0.081841 0.973120  -0.087937 0.965253  -0.072149 -0.087165 
1.016612  -0.083063 0.987916  -0.089398 0.979876  -0.073112 -0.088604 
1.031563  -0.084284 1.002813  -0.090884 0.994549  -0.074099 -0.090060 
1.046513  -0.085506 1.017719  -0.092372 1.009371  -0.075111 -0.091539 
1.061463  -0.086727 1.032641  -0.093860 1.024221  -0.076096 -0.093020 
1.076413  -0.087949 1.047578  -0.095350 1.038746  -0.077018 -0.094469 
1.091363  -0.089170 1.062531  -0.096843 1.053171  -0.077909 -0.095909 
1.106313  -0.090392 1.077484  -0.098338 1.067849  -0.078802 -0.097375 
1.121264  -0.091613 1.092271  -0.099826 1.082553  -0.079697 -0.098848 
1.136214  -0.092835 1.107167  -0.101339 1.097407  -0.080617 -0.100348 
1.151164  -0.094056 1.122072  -0.102852 1.112108  -0.081557 -0.101841 
1.166114  -0.095278 1.136992  -0.104367 1.126808  -0.082516 -0.103333 
1.181064  -0.096499 1.151929  -0.105884 1.141633  -0.083491 -0.104839 
1.196014  -0.097721 1.166880  -0.107404 1.158759  -0.084586 -0.106578 
1.210965  -0.098942 1.181827  -0.108924 1.170782  -0.085344 -0.107801 
1.225915  -0.100164 1.196611  -0.110440 1.187857  -0.086444 -0.109542 
1.240865  -0.101385 1.211504  -0.111979 1.202682  -0.087419 -0.111068 
1.255815  -0.102607 1.226408  -0.113518 1.217558  -0.088406 -0.112604 
1.270765  -0.103828 1.241326  -0.115059 1.232232  -0.089371 -0.114120 
1.285716  -0.105050 1.256261  -0.116602 1.246731  -0.090293 -0.115618 
1.300666  -0.106271 1.271211  -0.118148 1.261383  -0.091196 -0.117132 
1.315616  -0.107493 1.286151  -0.119694 1.276138  -0.092079 -0.118658 
1.330566  -0.108714 1.300931  -0.121238 1.290818  -0.092949 -0.120181 
1.345516  -0.109936 1.315822  -0.122802 1.305421  -0.093827 -0.121710 
1.360466  -0.111157 1.330724  -0.124368 1.320175  -0.094731 -0.123260 
1.375417  -0.112379 1.345641  -0.125934 1.335130  -0.095657 -0.124830 
1.390367  -0.113600 1.360575  -0.127504 1.349960  -0.096560 -0.126388 
1.405317  -0.114822 1.375522  -0.129075 1.364564  -0.097422 -0.127923 
1.420267  -0.116043 1.390452  -0.130647 1.379169  -0.098265 -0.129459 
1.435217  -0.117265 1.405231  -0.132218 1.393900  -0.099125 -0.131014 
1.450168  -0.118486 1.420120  -0.133809 1.408783  -0.099996 -0.132598 
1.465118  -0.119708 1.435020  -0.135400 1.425914  -0.101004 -0.134427 
1.480068  -0.120929 1.449937  -0.136993 1.440418  -0.101837 -0.135976 
1.495018  -0.122151 1.464869  -0.138588 1.455126  -0.102656 -0.137547 
1.509968  -0.123372 1.479814  -0.140186 1.469836  -0.103441 -0.139119 
1.524918  -0.124594 1.494721  -0.141780 1.484471  -0.104201 -0.140684 
1.539869  -0.125815 1.509513  -0.143382 1.499005  -0.104965 -0.142244 
1.554819  -0.127037 1.524399  -0.144997 1.513740  -0.105757 -0.143840 
1.569769  -0.128258 1.539299  -0.146614 1.528776  -0.106588 -0.145472 
1.584719  -0.129480 1.554214  -0.148233 1.543560  -0.107413 -0.147077 
1.599669  -0.130701 1.569144  -0.149854 1.558142  -0.108227 -0.148659 
1.614620  -0.131923 1.584088  -0.151477 1.572648  -0.109033 -0.150234 
1.629570  -0.133144 1.598951  -0.153092 1.587508  -0.109845 -0.151849 
1.644520  -0.134366 1.613774  -0.154726 1.602318  -0.110658 -0.153463 
1.659470  -0.135587 1.628659  -0.156367 1.619502  -0.111620 -0.155357 
1.674420  -0.136809 1.643556  -0.158010 1.634209  -0.112461 -0.156979 
1.689370  -0.138030 1.658470  -0.159654 1.648942  -0.113291 -0.158604 
1.704321  -0.139252 1.673399  -0.161301 1.663676  -0.114090 -0.160229 
1.719271  -0.140473 1.688340  -0.162951 1.678185  -0.114838 -0.161830 
1.734221  -0.141695 1.703146  -0.164585 1.692746  -0.115570 -0.163437 
1.749171  -0.142916 1.718015  -0.166251 1.707382  -0.116313 -0.165060 
1.764121  -0.144138 1.732897  -0.167919 1.722371  -0.117089 -0.166739 
1.779072  -0.145359 1.747793  -0.169587 1.737208  -0.117868 -0.168401 
1.794022  -0.146581 1.762706  -0.171257 1.751816  -0.118660 -0.170038 
1.808972  -0.147802 1.777634  -0.172930 1.766449  -0.119458 -0.171677 
1.823922  -0.149024 1.792571  -0.174606 1.781185  -0.120242 -0.173329 
1.838872  -0.150245 1.807343  -0.176264 1.796047  -0.121021 -0.174996 
1.853822  -0.151467 1.822235  -0.177959 1.810631  -0.121787 -0.176639 
1.868773  -0.152688 1.837116  -0.179652 1.827615  -0.122700 -0.178571 
1.883723  -0.153910 1.852011  -0.181346 1.842526  -0.123522 -0.180267 
1.898673  -0.155132 1.866922  -0.183042 1.857312  -0.124307 -0.181949 
1.913623  -0.156353 1.881848  -0.184741 1.871872  -0.125057 -0.183605 
1.928573  -0.157575 1.896783  -0.186442 1.886306  -0.125783 -0.185249 
1.943524  -0.158796 1.911561  -0.188129 1.900993  -0.126512 -0.186923 
1.958474  -0.160018 1.926434  -0.189848 1.918235  -0.127357 -0.188900 
1.973424  -0.161239 1.941313  -0.191566 1.930722  -0.127981 -0.190343 
1.988374  -0.162461 1.956206  -0.193286 1.945358  -0.128732 -0.192033 
2.003324  -0.163682 1.971116  -0.195008 1.959917  -0.129491 -0.193715 
2.018274  -0.164904 1.986040  -0.196733 1.974805  -0.130264 -0.195434 
2.033225  -0.166125 2.000971  -0.198460 1.989593  -0.131007 -0.197144 
2.048175  -0.167347 2.015743  -0.200174 2.004204  -0.131744 -0.198835 
2.063125  -0.168568 2.030613  -0.201918 2.018840  -0.132502 -0.200537 
2.078075  -0.169790 2.045490  -0.203662 2.033625  -0.133287 -0.202271 
2.093025  -0.171011 2.060381  -0.205408 2.048411  -0.134077 -0.204005 
2.107976  -0.172233 2.075289  -0.207156 2.065549  -0.134955 -0.206014 
2.122926  -0.173454 2.090212  -0.208906 2.080085  -0.135676 -0.207718 
2.137876  -0.174676 2.105139  -0.210659 2.094572  -0.136363 -0.209418 
2.152826  -0.175897 2.119904  -0.212400 2.109540  -0.137048 -0.211178 
2.167776  -0.177119 2.134772  -0.214169 2.124103  -0.137722 -0.212900 
2.182726  -0.178340 2.149647  -0.215939 2.138893  -0.138425 -0.214660 
2.197677  -0.179562 2.164537  -0.217710 2.153606  -0.139155 -0.216410 
2.212627  -0.180783 2.179443  -0.219483 2.168419  -0.139899 -0.218172 
2.227577  -0.182005 2.194364  -0.221259 2.183284  -0.140626 -0.219940 
2.242527  -0.183226 2.209287  -0.223036 2.197771  -0.141325 -0.221665 
2.257477  -0.184448 2.224045  -0.224805 2.212409  -0.142030 -0.223411 
2.272428  -0.185669 2.238909  -0.226599 2.227273  -0.142764 -0.225194 
2.287378  -0.186891 2.253782  -0.228393 2.242036  -0.143503 -0.226976 
2.302328  -0.188112 2.268671  -0.230189 2.259277  -0.144344 -0.229056 
2.317278  -0.189334 2.283575  -0.231988 2.271438  -0.144916 -0.230523 
2.332228  -0.190555 2.298495  -0.233790 2.288404  -0.145688 -0.232571 
2.347178  -0.191777 2.313412  -0.235592 2.303147  -0.146326 -0.234352 
2.362129  -0.192998 2.328161  -0.237387 2.317914  -0.146958 -0.236140 
